Input name	Full structure level	sn-DB-position level	sn-position level	Molecular species level	Species level
TG(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(22:4(7,10,13,16)/22:2(13,16)/20:5(5,8,11,14,17))	TG(22:4/22:2/20:5)	TG(20:5_22:2_22:4)	TG(64:11)
TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))	TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))	TG(22:4(7,10,13,16)/22:4(7,10,13,16)/22:4(7,10,13,16))	TG(22:4/22:4/22:4)	TG(22:4_22:4_22:4))	TG(66:12)
TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))	TG(22:4(7,10,13,16)/22:4(7,10,13,16)/18:3(9,12,15))	TG(22:4/22:4/18:3)	TG(18:3_22:4_22:4)	TG(62:11)
TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))	TG(22:4(7,10,13,16)/22:4(7,10,13,16)/18:4(6,9,12,15))	TG(22:4/22:4/18:4)	TG(18:4_22:4_22:4)	TG(62:12)
TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(22:4(7,10,13,16)/22:4(7,10,13,16)/20:5(5,8,11,14,17))	TG(22:4/22:4/20:5)	TG(20:5_22:4_22:4)	TG(64:13)
TG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))	TG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))	TG(22:4(7,10,13,16)/18:3(9,12,15)/22:4(7,10,13,16))	TG(22:4/18:3/22:4)	TG(18:3_22:4_22:4))	TG(62:11)
TG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	TG(22:4(7,10,13,16)/18:3(9,12,15)/18:3(9,12,15))	TG(22:4/18:3/18:3)	TG(18:3_18:3_22:4)	TG(58:10)
TG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))	TG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))	TG(22:4(7,10,13,16)/18:4(6,9,12,15)/22:4(7,10,13,16))	TG(22:4/18:4/22:4)	TG(18:4_22:4_22:4))	TG(62:12)
TG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	TG(22:4(7,10,13,16)/18:4(6,9,12,15)/18:3(9,12,15))	TG(22:4/18:4/18:3)	TG(18:3_18:4_22:4)	TG(58:11)
TG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))	TG(22:4(7,10,13,16)/18:4(6,9,12,15)/18:4(6,9,12,15))	TG(22:4/18:4/18:4)	TG(18:4_18:4_22:4)	TG(58:12)
TG(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))	TG(22:4(7,10,13,16)/20:5(5,8,11,14,17)/18:3(9,12,15))	TG(22:4/20:5/18:3)	TG(18:3_20:5_22:4)	TG(60:12)
TG(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))	TG(22:4(7,10,13,16)/20:5(5,8,11,14,17)/18:4(6,9,12,15))	TG(22:4/20:5/18:4)	TG(18:4_20:5_22:4)	TG(60:13)
TG(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))	TG(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))	TG(22:4(7,10,13,16)/22:5(7,10,13,16,19)/18:3(9,12,15))	TG(22:4/22:5/18:3)	TG(18:3_22:4_22:5)	TG(62:12)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/16:0/22:5(4,7,10,13,16))	TG(22:5/16:0/22:5)	TG(16:0_22:5_22:5))	TG(60:10)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/14:1(9)/22:5(4,7,10,13,16))	TG(22:5/14:1/22:5)	TG(14:1_22:5_22:5))	TG(58:11)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/16:1(9)/22:5(4,7,10,13,16))	TG(22:5/16:1/22:5)	TG(16:1_22:5_22:5))	TG(60:11)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/18:1(11)/22:5(4,7,10,13,16))	TG(22:5/18:1/22:5)	TG(18:1_22:5_22:5))	TG(62:11)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(22:5(4,7,10,13,16)/18:1(11)/22:6(4,7,10,13,16,19))	TG(22:5/18:1/22:6)	TG(18:1_22:5_22:6))	TG(62:12)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))	TG(22:5(4,7,10,13,16)/20:3(5,8,11)/20:4(8,11,14,17))	TG(22:5/20:3/20:4)	TG(20:3_20:4_22:5)	TG(62:12)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/18:3(6,9,12)/22:5(4,7,10,13,16))	TG(22:5/18:3/22:5)	TG(18:3_22:5_22:5))	TG(62:13)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z))					
TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/18:3(9,12,15)/22:5(4,7,10,13,16))	TG(22:5/18:3/22:5)	TG(18:3_22:5_22:5))	TG(62:13)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))	TG(22:5(4,7,10,13,16)/18:4(6,9,12,15)/22:5(4,7,10,13,16))	TG(22:5/18:4/22:5)	TG(18:4_22:5_22:5))	TG(62:14)
TG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))	TG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))	TG(22:5(4,7,10,13,16)/22:5(7,10,13,16,19)/18:3(9,12,15))	TG(22:5/22:5/18:3)	TG(18:3_22:5_22:5)	TG(62:13)
TG(18:3(9Z,12Z,15Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:3(9Z,12Z,15Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:3(9,12,15)/20:0/22:5(7,10,13,16,19))	TG(18:3/20:0/22:5)	TG(18:3_20:0_22:5))	TG(60:8)
TG(18:3(9Z,12Z,15Z)/24:0/18:3(9Z,12Z,15Z))	TG(18:3(9Z,12Z,15Z)/24:0/18:3(9Z,12Z,15Z))	TG(18:3(9,12,15)/24:0/18:3(9,12,15))	TG(18:3/24:0/18:3)	TG(18:3_18:3_24:0)	TG(60:6)
TG(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))	TG(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))	TG(18:3(9,12,15)/20:3(5,8,11)/18:3(9,12,15))	TG(18:3/20:3/18:3)	TG(18:3_18:3_20:3)	TG(56:9)
TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	TG(18:3(9,12,15)/18:2(9,12)/20:4(8,11,14,17))	TG(18:3/18:2/20:4)	TG(18:2_18:3_20:4))	TG(56:9)
TG(18:3(9Z,12Z,15Z)/20:3n6/18:3(9Z,12Z,15Z))					
TG(18:3(9Z,12Z,15Z)/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z))					
TG(18:3(9Z,12Z,15Z)/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z))					
TG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:3(9,12,15)/22:4(7,10,13,16)/22:6(4,7,10,13,16,19))	TG(18:3/22:4/22:6)	TG(18:3_22:4_22:6))	TG(62:13)
TG(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))	TG(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))	TG(18:3(9,12,15)/22:5(4,7,10,13,16)/18:3(9,12,15))	TG(18:3/22:5/18:3)	TG(18:3_18:3_22:5)	TG(58:11)
TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	TG(18:3(9,12,15)/18:3(9,12,15)/18:3(9,12,15))	TG(18:3/18:3/18:3)	TG(18:3_18:3_18:3))	TG(54:9)
TG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))	TG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))	TG(18:3(9,12,15)/22:5(7,10,13,16,19)/18:3(9,12,15))	TG(18:3/22:5/18:3)	TG(18:3_18:3_22:5)	TG(58:11)
TG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:3(9,12,15)/22:5(7,10,13,16,19)/22:5(7,10,13,16,19))	TG(18:3/22:5/22:5)	TG(18:3_22:5_22:5))	TG(62:13)
TG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:3(9,12,15)/22:5(7,10,13,16,19)/22:6(4,7,10,13,16,19))	TG(18:3/22:5/22:6)	TG(18:3_22:5_22:6))	TG(62:14)
TG(18:4(6Z,9Z,12Z,15Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))	TG(18:4(6Z,9Z,12Z,15Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))	TG(18:4(6,9,12,15)/18:0/20:5(5,8,11,14,17))	TG(18:4/18:0/20:5)	TG(18:0_18:4_20:5))	TG(56:9)
TG(18:4(6Z,9Z,12Z,15Z)/24:0/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6Z,9Z,12Z,15Z)/24:0/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6,9,12,15)/24:0/18:4(6,9,12,15))	TG(18:4/24:0/18:4)	TG(18:4_18:4_24:0)	TG(60:8)
TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6,9,12,15)/20:1(11)/18:4(6,9,12,15))	TG(18:4/20:1/18:4)	TG(18:4_18:4_20:1)	TG(56:9)
TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:4(6,9,12,15)/20:1(11)/22:5(7,10,13,16,19))	TG(18:4/20:1/22:5)	TG(18:4_20:1_22:5))	TG(60:10)
TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:4(6,9,12,15)/20:1(11)/22:6(4,7,10,13,16,19))	TG(18:4/20:1/22:6)	TG(18:4_20:1_22:6))	TG(60:11)
TG(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)/20:4(8Z,11Z,14Z,17Z))	TG(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)/20:4(8Z,11Z,14Z,17Z))	TG(18:4(6,9,12,15)/22:1(13)/20:4(8,11,14,17))	TG(18:4/22:1/20:4)	TG(18:4_20:4_22:1)	TG(60:9)
TG(18:4(6Z,9Z,12Z,15Z)/24:1(15Z)/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6Z,9Z,12Z,15Z)/24:1(15Z)/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6,9,12,15)/24:1(15)/18:4(6,9,12,15))	TG(18:4/24:1/18:4)	TG(18:4_18:4_24:1)	TG(60:9)
TG(18:4(6Z,9Z,12Z,15Z)/20:2n6/20:5(5Z,8Z,11Z,14Z,17Z))					
TG(18:4(6Z,9Z,12Z,15Z)/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z))					
TG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(18:4(6,9,12,15)/22:2(13,16)/22:5(7,10,13,16,19))	TG(18:4/22:2/22:5)	TG(18:4_22:2_22:5))	TG(62:11)
TG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:4(6,9,12,15)/22:2(13,16)/22:6(4,7,10,13,16,19))	TG(18:4/22:2/22:6)	TG(18:4_22:2_22:6))	TG(62:12)
TG(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	TG(18:4(6,9,12,15)/22:4(7,10,13,16)/22:6(4,7,10,13,16,19))	TG(18:4/22:4/22:6)	TG(18:4_22:4_22:6))	TG(62:14)
TG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))	TG(18:4(6,9,12,15)/18:4(6,9,12,15)/18:4(6,9,12,15))	TG(18:4/18:4/18:4)	TG(18:4_18:4_18:4))	TG(54:12)
TG(20:4(8Z,11Z,14Z,17Z)/20:0/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/20:0/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/20:0/20:4(8,11,14,17))	TG(20:4/20:0/20:4)	TG(20:0_20:4_20:4))	TG(60:8)
TG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/16:1(9)/20:4(8,11,14,17))	TG(20:4/16:1/20:4)	TG(16:1_20:4_20:4))	TG(56:9)
TG(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/20:1(11)/20:4(8,11,14,17))	TG(20:4/20:1/20:4)	TG(20:1_20:4_20:4))	TG(60:9)
TG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/20:3(5,8,11)/20:4(8,11,14,17))	TG(20:4/20:3/20:4)	TG(20:3_20:4_20:4))	TG(60:11)
TG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(20:4(8,11,14,17)/18:2(9,12)/22:5(7,10,13,16,19))	TG(20:4/18:2/22:5)	TG(18:2_20:4_22:5))	TG(60:11)
TG(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/18:3(6,9,12)/20:4(8,11,14,17))	TG(20:4/18:3/20:4)	TG(18:3_20:4_20:4))	TG(58:11)
TG(20:4(8Z,11Z,14Z,17Z)/20:3n6/20:4(8Z,11Z,14Z,17Z))					
TG(20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/22:4(7,10,13,16)/20:4(8,11,14,17))	TG(20:4/22:4/20:4)	TG(20:4_20:4_22:4)	TG(62:12)
TG(20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/22:5(4,7,10,13,16)/20:4(8,11,14,17))	TG(20:4/22:5/20:4)	TG(20:4_20:4_22:5)	TG(62:13)
TG(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/18:3(9,12,15)/20:4(8,11,14,17))	TG(20:4/18:3/20:4)	TG(18:3_20:4_20:4))	TG(58:11)
TG(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(20:4(8,11,14,17)/20:5(5,8,11,14,17)/22:5(7,10,13,16,19))	TG(20:4/20:5/22:5)	TG(20:4_20:5_22:5))	TG(62:14)
TG(20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/22:5(7,10,13,16,19)/20:4(8,11,14,17))	TG(20:4/22:5/20:4)	TG(20:4_20:4_22:5)	TG(62:13)
TG(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))	TG(20:4(8,11,14,17)/22:6(4,7,10,13,16,19)/20:4(8,11,14,17))	TG(20:4/22:6/20:4)	TG(20:4_20:4_22:6)	TG(62:14)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/20:0/20:5(5,8,11,14,17))	TG(20:5/20:0/20:5)	TG(20:0_20:5_20:5))	TG(60:10)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/18:1(11)/20:5(5,8,11,14,17))	TG(20:5/18:1/20:5)	TG(18:1_20:5_20:5))	TG(58:11)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/20:1(11)/20:5(5,8,11,14,17))	TG(20:5/20:1/20:5)	TG(20:1_20:5_20:5))	TG(60:11)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/22:1(13)/20:5(5,8,11,14,17))	TG(20:5/22:1/20:5)	TG(20:5_20:5_22:1)	TG(62:11)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/22:2(13,16)/20:5(5,8,11,14,17))	TG(20:5/22:2/20:5)	TG(20:5_20:5_22:2)	TG(62:12)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/22:4(7,10,13,16)/20:5(5,8,11,14,17))	TG(20:5/22:4/20:5)	TG(20:5_20:5_22:4)	TG(62:14)
TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))	TG(20:5(5,8,11,14,17)/20:5(5,8,11,14,17)/20:5(5,8,11,14,17))	TG(20:5/20:5/20:5)	TG(20:5_20:5_20:5))	TG(60:15)
TG(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(22:5(7,10,13,16,19)/14:1(9)/22:5(7,10,13,16,19))	TG(22:5/14:1/22:5)	TG(14:1_22:5_22:5))	TG(58:11)
TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	TG(22:5(7,10,13,16,19)/16:1(9)/22:5(7,10,13,16,19))	TG(22:5/16:1/22:5)	TG(16:1_22:5_22:5))	TG(60:11)
